³âµµ,È¸Â÷,ÃßÃ·ÀÏ,1µî´çÃ·ÀÚ¼ö,1µî´çÃ·±Ý¾×,2µî´çÃ·ÀÚ¼ö,2µî´çÃ·±Ý¾×,3µî´çÃ·ÀÚ¼ö,3µî´çÃ·±Ý¾×,4µî´çÃ·ÀÚ¼ö,4µî´çÃ·±Ý¾×,5µî´çÃ·ÀÚ¼ö,5µî´çÃ·±Ý¾×,´çÃ·¹øÈ£1,´çÃ·¹øÈ£2,´çÃ·¹øÈ£3,´çÃ·¹øÈ£4,´çÃ·¹øÈ£5,´çÃ·¹øÈ£6,´çÃ·¹øÈ£º¸³Ê½º
,139,2005.07.30,7,1650210215 ,28,68758759 ,"1,128",1706778 ,"57,271",67233 ,"986,618",5000 ,9,11,15,20,28,43,13
,138,2005.07.23,5,2227152000 ,32,57998750 ,"1,251",1483582 ,"61,230",60623 ,"1,056,925",5000 ,10,11,27,28,37,39,19
,137,2005.07.16,9,1270403467 ,40,47640130 ,"1,578",1207608 ,"72,935",52255 ,"1,186,655",5000 ,7,9,20,25,36,39,15
,136,2005.07.09,6,1997694150 ,26,76834391 ,"1,279",1561919 ,"66,993",59639 ,"1,119,075",5000 ,2,16,30,36,41,42,11
,135,2005.07.02,7,1717293515 ,28,71553897 ,"1,424",1406959 ,"66,201",60529 ,"1,099,249",5000 ,6,14,22,28,35,39,16
,134,2005.06.25,5,2349155100 ,50,39152585 ,"1,433",1366106 ,"69,698",56175 ,"1,129,299",5000 ,3,12,20,23,31,35,43
,133,2005.06.18,8,1450242600 ,51,37914840 ,"1,466",1319002 ,"76,266",50709 ,"1,221,679",5000 ,4,7,15,18,23,26,13
,132,2005.06.11,4,2920473525 ,34,57264187 ,"1,382",1408816 ,"65,277",59653 ,"1,098,225",5000 ,3,17,23,34,41,45,43
,131,2005.06.04,8,1451214488 ,33,58634929 ,"1,645",1176264 ,"73,893",52372 ,"1,153,272",5000 ,8,10,11,14,15,21,37
,130,2005.05.28,4,3036496650 ,30,67477704 ,"1,273",1590206 ,"63,587",63672 ,"1,087,239",5000 ,7,19,24,27,42,45,31
,129,2005.05.21,11,1093629655 ,50,40099754 ,"1,473",1361160 ,"71,124",56381 ,"1,145,600",5000 ,19,23,25,28,38,42,17
,128,2005.05.14,6,2064043100 ,23,89741005 ,"1,192",1731580 ,"63,294",65221 ,"1,102,953",5000 ,12,30,34,36,37,45,39
,127,2005.05.07,6,1965939150 ,43,45719516 ,"1,279",1537091 ,"67,175",58532 ,"1,143,382",5000 ,3,5,10,29,32,43,35
,126,2005.04.30,9,1369301500 ,35,58684350 ,"1,439",1427347 ,"71,370",57558 ,"1,166,992",5000 ,7,20,22,27,40,43,1
,125,2005.04.23,7,1754870786 ,36,56870813 ,"1,444",1417832 ,"74,261",55140 ,"1,220,272",5000 ,2,8,32,33,35,36,18
,124,2005.04.16,9,1395936267 ,37,56592011 ,"1,540",1359679 ,"75,040",55808 ,"1,230,275",5000 ,4,16,23,25,29,42,1
,123,2005.04.09,5,2532982680 ,38,55547866 ,"1,477",1429126 ,"72,742",58036 ,"1,188,107",5000 ,7,17,18,28,30,45,27
,122,2005.04.02,9,1450073800 ,38,57239756 ,"1,403",1550329 ,"72,518",59989 ,"1,266,949",5000 ,1,11,16,17,36,40,8
,121,2005.03.26,2,6839648100 ,31,73544604 ,"1,342",1698870 ,"67,464",67589 ,"1,153,689",5000 ,12,28,30,34,38,43,9
,120,2005.03.19,3,4364530300 ,31,70395650 ,"1,605",1359667 ,"80,400",54286 ,"1,377,368",5000 ,4,6,10,11,32,37,30
,119,2005.03.12,9,1474899400 ,49,45149982 ,"1,936",1142743 ,"85,327",51856 ,"1,355,365",5000 ,3,11,13,14,17,21,38
,118,2005.03.05,10,1297989720 ,41,52763810 ,"1,671",1294624 ,"83,233",51983 ,"1,390,561",5000 ,3,4,10,17,19,22,38
,117,2005.02.26,9,1558378334 ,50,46751350 ,"1,642",1423610 ,"78,361",59662 ,"1,267,826",5000 ,5,10,22,34,36,44,35
,116,2005.02.19,7,1997747315 ,56,41619736 ,"1,735",1343346 ,"91,897",50725 ,"1,499,198",5000 ,2,4,25,31,34,37,17
,115,2005.02.12,9,1488589567 ,34,65673070 ,"1,990",1122053 ,"91,627",48739 ,"1,447,287",5000 ,1,2,6,9,25,28,31
,114,2005.02.05,6,2362345050 ,41,57618172 ,"1,491",1584404 ,"78,504",60185 ,"1,283,250",5000 ,11,14,19,26,28,41,2
,113,2005.01.29,9,1561528934 ,43,54471940 ,"1,479",1583701 ,"72,711",64428 ,"1,241,238",5000 ,4,9,28,33,36,45,26
,112,2005.01.22,9,1567271167 ,32,73465836 ,"1,370",1715991 ,"70,247",66933 ,"1,227,387",5000 ,26,29,30,33,41,42,43
,111,2005.01.15,6,2199047450 ,51,43118578 ,"1,734",1268194 ,"86,863",50633 ,"1,389,605",5000 ,7,18,31,33,36,40,27
,110,2005.01.08,3,4566262000 ,38,60082395 ,"1,392",1640181 ,"73,674",61980 ,"1,196,287",5000 ,7,20,22,23,29,43,1
,109,2005.01.01,12,1246838200 ,31,80441175 ,"1,493",1670246 ,"73,179",68153 ,"1,271,057",5000 ,1,5,34,36,42,44,33
2004,108,2004.12.25,7,1998900772 ,41,56879291 ,"1,462",1595111 ,"70,827",65853 ,"1,223,421",5000 ,7,18,22,23,29,44,12
,107,2004.12.18,2,6679927800 ,35,63618360 ,"2,181",1020928 ,"91,651",48590 ,"1,301,235",5000 ,1,4,5,6,9,31,17
,106,2004.12.11,16,810461157 ,40,54030744 ,"2,056",1051182 ,"93,551",46205 ,"1,415,989",5000 ,4,10,12,22,24,33,29
,105,2004.12.04,4,3416781450 ,26,87609781 ,"1,331",1711386 ,"69,127",65904 ,"1,192,263",5000 ,8,10,20,34,41,45,28
,104,2004.11.27,2,6610743750 ,23,95807881 ,"1,293",1704240 ,"71,824",61361 ,"1,246,208",5000 ,17,32,33,34,42,44,35
,103,2004.11.20,8,1691589563 ,38,59354020 ,"1,583",1424797 ,"75,587",59679 ,"1,231,156",5000 ,5,14,15,27,30,45,10
,102,2004.11.13,9,1457153067 ,24,91072067 ,"1,352",1616664 ,"75,476",57919 ,"1,322,337",5000 ,17,22,24,26,35,40,42
,101,2004.11.06,5,2707297500 ,38,59370560 ,"1,405",1605752 ,"73,210",61634 ,"1,246,344",5000 ,1,3,17,32,35,45,8
,100,2004.10.30,4,3315315525 ,36,61394732 ,"1,544",1431484 ,"76,899",57484 ,"1,235,777",5000 ,1,7,11,23,37,42,6
,99,2004.10.23,6,2169219050 ,40,54230477 ,"1,581",1372056 ,"77,203",56196 ,"1,282,311",5000 ,1,3,10,27,29,37,11
,98,2004.10.16,4,3177972300 ,45,47081072 ,"1,880",1126941 ,"87,818",48251 ,"1,385,812",5000 ,6,9,16,23,24,32,43
,97,2004.10.09,9,1496214000 ,46,48789587 ,"1,543",1454518 ,"77,227",58123 ,"1,282,678",5000 ,6,7,14,15,20,36,3
,96,2004.10.02,7,1847133515 ,38,56710240 ,"1,197",1800326 ,"65,301",66002 ,"1,111,779",5000 ,1,3,8,21,22,31,20
,95,2004.09.25,8,1747741238 ,48,48548368 ,"1,728",1348566 ,"82,432",56540 ,"1,347,106",5000 ,8,17,27,31,34,43,14
,94,2004.09.18,6,2245339950 ,38,59087894 ,"1,353",1659527 ,"71,106",63155 ,"1,223,793",5000 ,5,32,34,40,41,45,6
,93,2004.09.11,6,2269178150 ,26,87276083 ,"1,462",1552106 ,"68,597",66160 ,"1,185,275",5000 ,6,22,24,36,38,44,19
,92,2004.09.04,11,1233270846 ,50,45219931 ,"1,623",1393098 ,"79,319",57011 ,"1,307,607",5000 ,3,14,24,33,35,36,17
,91,2004.08.28,4,3582902400 ,32,74643800 ,"1,205",1982242 ,"64,183",74431 ,"1,128,902",5000 ,1,21,24,26,29,42,27
,90,2004.08.21,4,3291435300 ,34,64537948 ,"1,297",1691820 ,"67,888",64645 ,"1,160,774",5000 ,17,20,29,35,38,44,10
,89,2004.08.14,3,4248321900 ,30,70805365 ,"1,340",1585195 ,"72,667",58463 ,"1,261,896",5000 ,4,26,28,29,33,40,37
,88,2004.08.07,4,3069709650 ,31,66015262 ,"1,183",1729902 ,"64,639",63321 ,"1,098,115",5000 ,1,17,20,24,30,41,27
,87,2004.07.31,11,1799358055 ,33,99964337 ,"1,250",2639059 ,"54,768",120466 ,"890,859",10000 ,4,12,16,23,34,43,26
,86,2004.07.24,1,14252186400 ,16,148460275 ,611,3887667 ,"35,057",135515 ,"616,434",10000 ,2,12,37,39,41,45,33
,85,2004.07.17,4,3462109800 ,31,74453975 ,823,2804464 ,"41,746",110577 ,"664,492",10000 ,6,8,13,23,31,36,21
,84,2004.07.10,2,7669779000 ,17,150387824 ,635,4026131 ,"32,402",157805 ,"582,445",10000 ,16,23,27,34,42,45,11
,83,2004.07.03,2,7086948300 ,15,157487740 ,851,2775930 ,"45,924",102880 ,"763,287",10000 ,6,10,15,17,19,34,14
,82,2004.06.26,1,14562494400 ,20,121354120 ,637,3810177 ,"36,139",134320 ,"638,058",10000 ,1,2,3,14,27,42,39
,81,2004.06.19,5,2714288880 ,20,113095370 ,"1,046",2162436 ,"51,654",87580 ,"787,258",10000 ,5,7,11,13,20,33,6
,80,2004.06.12,1,13809540000 ,16,143849375 ,868,2651602 ,"40,251",114362 ,"706,432",10000 ,17,18,24,25,26,30,1
,79,2004.06.05,4,3416443800 ,31,73471910 ,"1,196",1904373 ,"49,431",92154 ,"741,871",10000 ,3,12,24,27,30,32,14
,78,2004.05.29,4,3519850000 ,22,106662100 ,910,2578600 ,"42,450",110500 ,"716,323",10000 ,10,13,25,29,33,35,38
,77,2004.05.22,3,5155758600 ,19,135677800 ,713,3615500 ,"37,033",139200 ,"643,154",10000 ,2,18,29,32,43,44,37
,76,2004.05.15,2,7451022600 ,17,146098400 ,840,2956700 ,"44,504",111600 ,"770,522",10000 ,1,3,15,22,25,37,43
,75,2004.05.08,4,3914616900 ,19,137354900 ,817,3194300 ,"40,782",127900 ,"697,174",10000 ,2,5,24,32,34,44,28
,74,2004.05.01,3,5284949800 ,40,66061800 ,"1,021",2588100 ,"48,438",109100 ,"802,633",10000 ,6,15,17,18,35,40,23
,73,2004.04.24,6,2766662100 ,26,106410000 ,"1,363",2029800 ,"55,608",99500 ,"865,131",10000 ,3,12,18,32,40,43,38
,72,2004.04.17,13,3260524600 ,44,104081800 ,"2,510",1824500 ,"113,994",80300 ,"1,702,959",10000 ,2,4,11,17,26,27,1
,71,2004.04.10,0,0 ,28,88745200 ,782,3177500 ,"39,516",125700 ,"659,631",10000 ,5,9,12,16,29,41,21
,70,2004.04.03,3,5031277800 ,14,179688400 ,717,3508500 ,"36,781",136700 ,"645,990",10000 ,5,19,22,25,28,43,26
,69,2004.03.27,3,4962712200 ,20,124067800 ,766,3239300 ,"41,220",120300 ,"704,209",10000 ,5,8,14,15,19,39,35
,68,2004.03.20,5,2945882100 ,20,122745000 ,754,3255800 ,"43,265",113400 ,"735,760",10000 ,10,12,15,16,26,39,38
,67,2004.03.13,7,2114436500 ,62,39787700 ,972,2537900 ,"46,740",105500 ,"748,901",10000 ,3,7,10,15,36,38,33
,66,2004.03.06,4,3685138200 ,19,129303000 ,786,3125600 ,"40,188",122200 ,"712,181",10000 ,2,3,7,17,22,24,45
,65,2004.02.28,4,3727945800 ,27,92048000 ,"1,003",2477800 ,"52,556",94500 ,"848,960",10000 ,4,25,33,36,40,43,39
,64,2004.02.21,4,3899818000 ,11,236352600 ,651,3993600 ,"37,117",140000 ,"654,379",10000 ,14,15,18,21,26,36,39
,63,2004.02.14,2,7922245500 ,26,101567200 ,824,3204700 ,"41,505",127200 ,"712,954",10000 ,3,20,23,36,38,40,5
,62,2004.02.07,1,15817286400 ,22,119827900 ,829,3179900 ,"41,686",126400 ,"700,804",10000 ,3,8,15,27,29,35,21
,61,2004.01.31,5,3541038800 ,11,268260500 ,789,3740000 ,"41,227",143100 ,"714,784",10000 ,14,15,19,30,38,43,8
,60,2004.01.24,7,2172504600 ,27,93873600 ,"1,088",2329500 ,"45,712",110800 ,"735,708",10000 ,2,8,25,36,39,42,11
,59,2004.01.17,4,4127587300 ,23,119640200 ,651,4226900 ,"35,026",157100 ,"626,460",10000 ,6,29,36,39,41,45,13
,58,2004.01.10,4,3676429200 ,39,62844900 ,"1,318",1859600 ,"58,215",84200 ,"880,954",10000 ,10,24,25,33,40,44,1
,57,2004.01.03,4,4114411900 ,25,109717600 ,960,2857200 ,"44,050",124500 ,"763,692",10000 ,7,10,16,25,29,44,6
2003,56,2003.12.27,4,3777570900 ,29,86840700 ,"1,359",1853100 ,"41,156",122300 ,"744,566",10000 ,10,14,30,31,33,37,19
,55,2003.12.20,2,7088799600 ,24,98455500 ,728,3245700 ,"42,550",111000 ,"746,855",10000 ,17,21,31,37,40,44,7
,54,2003.12.13,3,5148626600 ,15,171620800 ,719,3580400 ,"34,854",147700 ,"617,337",10000 ,1,8,21,27,36,39,37
,53,2003.12.06,3,5014371000 ,25,100287400 ,802,3126100 ,"45,372",110500 ,"742,615",10000 ,7,8,14,32,33,39,42
,52,2003.11.29,4,3900844900 ,13,200043300 ,669,3887200 ,"34,665",150000 ,"619,109",10000 ,2,4,15,16,20,29,1
,51,2003.11.22,6,2421117000 ,26,93119800 ,961,2519300 ,"45,707",105900 ,"706,567",10000 ,2,3,11,16,26,44,35
,50,2003.11.15,3,5227061400 ,14,186680700 ,826,3164000 ,"40,296",129700 ,"664,631",10000 ,2,10,12,15,22,44,1
,49,2003.11.08,7,1967504600 ,49,46845300 ,"1,487",1543600 ,"66,451",69000 ,"929,635",10000 ,4,7,16,19,33,40,30
,48,2003.11.01,6,2415673600 ,25,96626900 ,"1,279",1888700 ,"58,047",83200 ,"874,668",10000 ,6,10,18,26,37,38,3
,47,2003.10.25,5,3250042400 ,11,246215300 ,902,3002600 ,"40,580",133400 ,"679,466",10000 ,14,17,26,31,36,45,27
,46,2003.10.18,3,5327758800 ,39,68304600 ,"1,043",2554000 ,"45,243",117700 ,"745,199",10000 ,8,13,15,23,31,38,39
,45,2003.10.11,2,8356417800 ,27,103165600 ,890,3129700 ,"45,470",122500 ,"775,339",10000 ,1,10,20,27,33,35,17
,44,2003.10.04,5,3362155800 ,23,121817200 ,785,3569100 ,"40,092",139700 ,"696,051",10000 ,3,11,21,30,38,45,39
,43,2003.09.27,1,17749630800 ,21,140870000 ,926,3194600 ,"45,078",131200 ,"776,043",10000 ,6,31,35,38,39,44,1
,42,2003.09.20,6,6899280100 ,35,131479800 ,"1,405",3275200 ,"79,543",115700 ,"1,393,691",10000 ,17,18,19,21,23,32,1
,41,2003.09.13,0,0 ,21,109404000 ,700,3282100 ,"33,805",135900 ,"583,744",10000 ,13,20,23,35,38,43,34
,40,2003.09.06,13,1147652400 ,44,56513100 ,"1,055",2356900 ,"65,081",76400 ,"798,374",10000 ,7,13,18,19,25,26,6
,39,2003.08.30,6,2623748800 ,25,104949900 ,699,3753500 ,"38,752",135400 ,"680,975",10000 ,6,7,13,15,21,43,8
,38,2003.08.23,3,5374866400 ,18,149301800 ,679,3957900 ,"36,377",147700 ,"681,031",10000 ,16,17,22,30,37,43,36
,37,2003.08.16,3,4985999400 ,20,124649900 ,857,2908900 ,"46,334",107600 ,"782,490",10000 ,7,27,30,33,35,37,42
,36,2003.08.09,1,16014475800 ,19,140477800 ,768,3475300 ,"38,321",139300 ,"673,755",10000 ,1,10,23,26,28,40,31
,35,2003.08.02,3,5054598200 ,24,105304100 ,933,2708700 ,"46,866",107800 ,"779,854",10000 ,2,3,11,26,37,43,39
,34,2003.07.26,5,3056918000 ,45,56609500 ,"1,264",2015300 ,"68,519",74300 ,"922,063",10000 ,9,26,35,37,40,42,2
,33,2003.07.19,1,14903517600 ,41,60583400 ,"1,063",2336700 ,"52,142",95200 ,"888,943",10000 ,4,7,32,33,40,41,9
,32,2003.07.12,10,1634528300 ,49,55596200 ,"1,203",2264500 ,"52,704",103300 ,"834,746",10000 ,6,14,19,25,34,44,11
,31,2003.07.05,2,8106672900 ,29,93180100 ,"1,130",2391300 ,"58,406",92500 ,"863,641",10000 ,7,9,18,23,28,35,32
,30,2003.06.28,2,8728555500 ,22,132250800 ,872,3336600 ,"42,319",137500 ,"710,466",10000 ,8,17,20,35,36,44,4
,29,2003.06.21,5,3552594000 ,17,174146700 ,752,3936800 ,"42,347",139800 ,"765,661",10000 ,1,5,13,34,39,40,11
,28,2003.06.14,10,1700361100 ,22,128815200 ,"1,164",2434600 ,"57,870",97900 ,"938,483",10000 ,9,18,23,25,35,37,1
,27,2003.06.07,2,9543982500 ,16,198832900 ,579,5494500 ,"33,509",189800 ,"625,925",10000 ,1,20,26,28,37,43,27
,26,2003.05.31,5,3495069900 ,39,74680900 ,"1,340",2173500 ,"72,252",80600 ,"1,097,093",10000 ,4,5,7,18,20,25,31
,25,2003.05.24,2,24227745300 ,28,175267400 ,"1,111",4417100 ,"58,903",166600 ,"1,096,200",10000 ,2,4,21,26,43,44,16
,24,2003.05.17,0,0 ,18,176023700 ,925,3425300 ,"52,777",120000 ,"755,905",10000 ,7,8,27,29,36,43,6
,23,2003.05.10,4,4317947700 ,23,125157900 ,"1,372",2098100 ,"63,717",90300 ,"990,081",10000 ,5,13,17,18,33,42,44
,22,2003.05.03,4,4552194900 ,32,94837300 ,827,3669600 ,"53,248",113900 ,"937,961",10000 ,4,5,6,8,17,39,25
,21,2003.04.26,23,797475400 ,26,117576500 ,"2,008",1522400 ,"82,996",73600 ,"1,155,368",10000 ,6,12,17,18,31,32,21
,20,2003.04.19,1,19352212800 ,14,230383400 ,888,3632100 ,"48,158",133900 ,"827,470",10000 ,10,14,18,20,23,30,41
,19,2003.04.12,1,40722959400 ,14,297278500 ,697,5971100 ,"55,154",150900 ,"1,135,991",10000 ,6,30,38,39,40,43,26
,18,2003.04.05,0,0 ,15,175017300 ,664,3953700 ,"38,453",136500 ,"693,323",10000 ,3,12,13,19,32,35,29
,17,2003.03.29,3,5349491200 ,9,297193900 ,"1,142",2342100 ,"61,651",86700 ,"961,162",10000 ,3,4,9,17,32,37,1
,16,2003.03.22,4,4377146100 ,12,243174700 ,862,3385200 ,"47,255",123500 ,"870,770",10000 ,6,7,24,37,38,40,33
,15,2003.03.15,1,17014245000 ,16,177231700 ,509,5571100 ,"39,202",144600 ,"827,538",10000 ,3,4,16,30,31,37,13
,14,2003.03.08,4,9375048300 ,28,130363400 ,"1,421",2568700 ,"77,736",93900 ,"1,341,756",10000 ,2,6,12,31,33,40,15
,13,2003.03.01,0,0 ,6,433309300 ,450,5777400 ,"29,601",175600 ,"726,751",10000 ,22,23,25,37,38,42,26
,12,2003.02.22,12,1348845700 ,27,99914400 ,"1,903",1417500 ,"76,845",70200 ,"1,115,084",10000 ,2,11,21,25,39,45,44
,11,2003.02.15,5,4780152300 ,11,362132700 ,428,9307100 ,"38,515",206800 ,"612,805",10000 ,1,7,36,37,41,42,14
,10,2003.02.08,13,6430437900 ,236,40813400 ,"11,247",856400 ,"703,234",27300 ,"3,410,846",10000 ,9,25,30,33,41,44,6
,9,2003.02.01,0,0 ,4,769456500 ,352,8743800 ,"23,672",260000 ,"603,375",10000 ,2,4,16,17,36,39,14
,8,2003.01.25,0,0 ,6,131555000 ,348,2268100 ,"14,279",110500 ,"248,242",10000 ,8,19,25,34,37,39,9
,7,2003.01.18,0,0 ,9,48165000 ,270,1605500 ,"13,229",65500 ,"206,259",10000 ,2,9,16,25,26,40,42
,6,2003.01.11,1,6574451700 ,3,196297600 ,138,4267300 ,"13,445",87600 ,"176,375",10000 ,14,15,26,27,40,42,34
,5,2003.01.04,0,0 ,0,0 ,42,6033800 ,"3,043",166500 ,"60,434",10000 ,16,24,29,40,41,42,3
2002,4,2002.12.28,0,0 ,1,211191200 ,29,7282400 ,"2,777",152100 ,"52,382",10000 ,14,27,30,31,40,42,2
,3,2002.12.21,1,2000000000 ,0,0 ,139,1174100 ,"5,940",54900 ,"73,256",10000 ,11,16,19,21,27,31,30
,2,2002.12.14,1,2002006800 ,2,94866800 ,103,1842000 ,"3,763",100800 ,"55,480",10000 ,9,13,21,25,32,42,2
,1,2002.12.07,0,0 ,1,143934100 ,28,5140500 ,"2,537",113400 ,"40,155",10000 ,10,23,29,33,37,40,16
